idnumber	Canonical_Smiles	Group
Z281827306	CCC(N(C)C)c1nnc(Sc2ccc(cn2)C#N)n1c3ccc(OC)cc3	U4
Z2732436499	CCOc1cc(NC(=O)C(F)F)ccc1[N+](=O)[O-]	U4
Z67628033	O=C(Nc1cccc(c1)n2cnnn2)C3CCN(CC3)C4=NS(=O)(=O)c5ccccc45	U4
Z126207292	CCc1ccc2C(=CC(=O)Oc2c1)CN(C)CCOc3ccccc3F	U4
Z27660589	CN1N(C(=O)C(=C1C)NC(=O)c2cccc(OCc3c(C)onc3C)c2)c4ccccc4	U4
Z16863208	CCN(CC)C(=O)c1ccc(NC(=O)COc2ccc(cc2OC)C#N)cc1	U4
Z406567770	CC(OCC(F)(F)F)C(=O)Nc1cc(ccc1C)[N+](=O)[O-]	U4
Z25884058	COc1ccc(\C=N\OCC(=O)NN(c2ccccc2)c3ccccc3)c(OC)c1	U4
Z56867155	CC(=O)Nc1cc(OC(F)F)c(Br)cc1[N+](=O)[O-]	U4
Z1699551600	COc1cc(CNc2ncccc2OC(C)c3ccccc3)cc(OC)c1OC	U4
Z44558183	COc1ccc(CN(C)C(C)C(=O)Nc2ccc(cc2)C#N)c(OC)c1OC	U4
Z44133796	CCOc1ccccc1N2N=NN(CN3CCN(CC3)c4ccc(OC)cc4)C2=S	U4
Z1251107192	N#Cc1ccc(OCCN(CCOc2ccc(cc2)C#N)CCn3cccn3)cc1	U4
Z278163524	COc1cc(OC)c2[nH]c(cc2c1)C(=O)N(C)CCOc3cc(C)cc(C)c3	U4
Z16862662	COc1ccc(cc1)n2c(C)cc(C(=O)COc3ccc(cc3OC)C#N)c2C	U4
Z1513491582	CCc1cc(NC(C)(C)COc2ncccc2C(F)(F)F)n3ncnc3n1	U4
Z995355466	O=C(CN1C=Nc2ccccc2S1(=O)=O)Nc3sccc3C#N	U4
Z3216017838	CCN(C(=O)CCCCOc1cccc(c1)C#N)c2cc(ccn2)C#C	U4
Z317507358	COc1cc(C)c(NC(=O)CCOc2cc(C)cc(C)c2)cc1OC	U4
Z29695627	CCC(CC)(NC(=O)CSc1ccc(cc1)[N+](=O)[O-])C#C	U4
Z1317661964	CCC(CC)(NC(=O)C1CCN(CC1)c2ccccc2[N+](=O)[O-])C(F)(F)F	U4
Z1571761193	CCCCC(=O)Oc1cc(NC(=O)OC(C)(C)C)ccc1C	U4
Z285714940	COc1cc(OC)c(C2=CCN(CC2)c3nnc(C)c(C)c3C#N)c(OC)c1	U4
Z20242091	CC(Sc1nnc2ccccn12)C(=O)Nc3ccc(F)c(c3)[N+](=O)[O-]	U4
Z1753072098	[O-][N+](=O)c1cccc2c1cnn2CC(=O)Nc3cccc(c3)C#N	U4
Z18755144	Clc1ccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1	U4
Z19430795	COCCN1C(=O)c2ccccc2N=C1SCC(=O)N(CCC#N)c3ccccc3	U4
Z1303280192	COC(CNC(=O)c1cc(C)ccc1[N+](=O)[O-])C(C)(C)C	U4
Z1102360980	CCC(=O)Nc1cccc(c1)C(=O)N(CCC#N)c2cccc(C)c2	U4
Z227963014	COc1cccc(CN2NC=C/C/2=N\C(=O)COc3ccccc3C)c1OC	U4
Z1031229128	N#CCCCOc1cccc(CNC(c2occc2)c3ccccc3)c1	U4
Z2037238130	CC(C)C(C)NC(=O)Nc1ccc(c(I)c1)[N+](=O)[O-]	U4
Z729531808	CC(C)(C)n1cc(cc1NC(=O)Cc2ccccc2[N+](=O)[O-])C#N	U4
Z1297263228	COCC(C)(NC(=O)c1ccccc1[N+](=O)[O-])C(F)(F)F	U4
Z1689313674	CCn1c(NCc2ccccc2OCCOC)nc3cc(C)ccc13	U4
Z46383956	CN(CC(=O)Nc1ccc(F)c(F)c1F)CC(=O)N(CCC#N)c2ccccc2	U4
Z24764667	CSc1cccc(NC(=O)COc2ccc(C)nc2[N+](=O)[O-])c1	U4
Z102264888	CN(CC(=O)Nc1cccnc1)C2=NS(=O)(=O)c3ccccc23	U4
Z88457504	O=C(CN1C(=O)c2ccccc2S1(=O)=O)NCCc3cccs3	U4
Z1839202308	CC(=CCNC(=O)Nc1ccc(NC(=O)C)cc1C(F)(F)F)C	U4
Z44558303	CCOc1ccc(CN(C)CC2=CC(=O)Oc3cc(C)ccc23)cc1	U4
Z24155132	Cc1ccc(cc1)N(CCC#N)C(=O)COC(=O)COc2c(C)cc(C)cc2C	U4
Z100582506	O=C(NCc1ccccn1)[C@@H]2CCCN2C3=NS(=O)(=O)c4ccccc34	U4
Z1146828141	CC(C)C(=O)NS(=O)(=O)c1ccc(F)c(c1)C(F)(F)F	U4
Z90743674	Oc1cccnc1NC(=O)CNC2=NS(=O)(=O)c3ccccc23	U4
Z826552750	CC(=O)Nc1nc(COc2ccc(cc2C(F)(F)F)[N+](=O)[O-])cs1	U4
Z73237103	[O-][N+](=O)c1cc(NC(=O)c2cnc3ccccc3n2)ccc1F	U4
Z99258818	Cc1cnc(NC(=O)[C@@H]2CCCN2C3=NS(=O)(=O)c4ccccc34)s1	U4
Z1047939032	CC(Oc1ccccc1C(F)(F)F)C(=O)Nc2cc(C)nn2C	U4
Z285986670	Cc1ccc(NC(=O)CCn2cnc(c2)[N+](=O)[O-])cc1C	U4
Z371930144	CN(C)C(CNC(=O)COc1ccc(Oc2ccccn2)cc1)c3occc3	U4
Z1267751431	CCN(CC(=O)NC(C)(C)C)c1ccc(cc1Br)[N+](=O)[O-]	U4
Z573256450	CN(Cc1ccc2OCCOc2c1)c3c(cnc4ccc(OC(F)F)cc34)C#N	U4
Z1824388008	Cc1cc(C)c(OCC(=O)Nc2c(cnn2C)[N+](=O)[O-])c(C)c1	U4
Z2290398607	CC(NC(=O)Nc1cccc(c1C)[N+](=O)[O-])C(C)(F)F	U4
Z362730872	CCc1c(cnn1c2ccccn2)C(=O)Nc3cc(OC)c(OC)c(OC)c3	U4
Z17975629	Cc1nc(C)c(s1)C(=O)OCCN2C(=O)c3ccccc3S2(=O)=O	U4
Z298105108	COc1ccc(c(OC)c1)c2nnc(SCCCOc3ccccc3)n2N	U4
Z29767885	CCOc1ccc(NC(=O)C2=NN(CC)C(=O)c3ccccc23)cc1OCC	U4
Z126187954	O=C1N(CCSc2nnnn2Cc3cccs3)S(=O)(=O)c4ccccc14	U4
Z238529070	CN(CN1C(=O)N(C2CCCC2)C(=O)C1=O)C(c3ccccc3)c4ccccc4	U4
Z1213700272	COc1ccc(cc1)C(CNc2oc(nc2C#N)c3ccccc3)N(C)C	U4
Z56774194	COCCCNc1cccc2C(=O)c3c(NCCCOC)cccc3C(=O)c12	U4
Z26548362	[O-][N+](=O)c1ccccc1CC(=O)Nc2cccc(c2)C#N	U4
Z54345727	COc1ccc2nc(NC(=O)CN3C(=O)c4ccccc4S3(=O)=O)sc2c1	U4
Z1416560950	CN(CCOc1cccc(c1)C#N)Cc2oc(nn2)c3cccc(C)c3	U4
Z729532206	CC(C)(C)n1cc(cc1NC(=O)COc2ccccc2[N+](=O)[O-])C#N	U4
Z1396583143	CC(COCC(F)(F)F)Nc1cc(C)ccc1[N+](=O)[O-]	U4
Z16010204	COc1ccc(OCc2nnc(SCC3CCCO3)n2c4ccccc4F)cc1	U4
Z2111593644	N#Cc1ccnc(\C=C\c2cccc(OCc3ccccc3C#N)c2)c1	U4
Z994016290	COCCC(C)NC(=O)C1CCN(CC1)c2ccc(cc2[N+](=O)[O-])C(F)(F)F	U4
Z92406246	CCOc1ccc(OC(C)(C)C(=O)OCc2ccccc2C#N)cc1	U4
Z1892817990	CCC(CC(F)(F)F)NC(=O)c1c(C)cccc1[N+](=O)[O-]	U4
Z737672508	CN1N=C(C=CC1=O)C(=O)Nc2sc(cc2C#N)c3ccccc3	U4
Z30820180	Cc1csc(NC(=O)c2ccc3C(=O)c4ccccc4S(=O)(=O)c3c2)n1	U4
Z126382214	CCc1ccc2C(=CC(=O)Oc2c1)CN(C)CCOc3ccccc3C	U4
Z1622804460	COC(C)(C)CC(C)NC(=O)Nc1ccc(c(C)c1)[N+](=O)[O-]	U4
Z18407001	CCN(CC)c1ccc(cc1)C(=O)OCC(=O)Nc2ccccc2C#N	U4
Z110125734	CSc1ccc(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1	U4
Z1624993389	Cc1cc(C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])n(C)n1	U4
Z295557612	Cc1oc2cc(NC(=O)c3ccccc3[N+](=O)[O-])ccc2n1	U4
Z1588512416	CC(NCC#Cc1ccc(F)cc1)c2cccc(OCc3ccccn3)c2	U4
Z19739704	CC(Oc1ccc(cc1)C#N)C(=O)Nc2ccc(F)c(c2)[N+](=O)[O-]	U4
Z2902668602	COc1ccc(Cc2noc(n2)C3(Cc4ccc(Cl)cc4)CC3)cc1OC	U4
Z32407962	[O-][N+](=O)c1cc(NC(=O)c2ccccc2F)ccc1F	U4
Z234902936	COc1cccc(CN2NC=C/C/2=N\C(=O)COc3ccccc3F)c1OC	U4
Z82233390	CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(cc2)n3cncn3)cc1OCC	U4
Z246075924	CCOC(=O)c1nn(cc1OCc2ccc(cc2)C#N)c3ccccc3	U4
Z286088208	COc1ccc(cc1)N2CCN(CC2)C(=O)CNc3cccc(OC(F)(F)F)c3	U4
Z1101912353	O=C(Nc1cccc(c1)N2C(=O)c3ccccc3C2=O)c4ccccn4	U4
Z1453928813	CC(C)N(CC(F)F)C(=O)c1cc(F)ccc1[N+](=O)[O-]	U4
Z44558321	CCOc1ccc(CN(C)C(C)C(=O)Nc2cccc(c2)C#N)cc1	U4
Z223850544	CN1N(C(=O)C(=C1C)NC(=O)c2occc2COc3ccccc3)c4ccccc4	U4
Z991913184	COc1ccc(NC(=O)CN(C)c2ccc(Oc3ccccc3)cc2)c(OC)c1	U4
Z1407972017	[O-][N+](=O)c1cc(F)ccc1C(=O)NCC2CCC=CC2	U4
Z373127910	CN1CCN(CCNc2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC1	U4
Z363598358	CCn1nc(cc1C(=O)Nc2cccc(c2)C#Cc3ccccn3)C(C)C	U4
Z29331882	FC(F)(F)c1cc(NC(=O)C2=COCCO2)ccc1Br	U4
Z431780096	[O-][N+](=O)c1ccc(NCCSC(F)(F)F)c(c1)[N+](=O)[O-]	U4
Z1193569927	COc1ccc(CNCc2ccc(OCC#C)cc2)c(OC)c1OC	U4
Z1362646228	Cc1ccc(CNCCNC(=O)OC(C)(C)C)cc1[N+](=O)[O-]	U4
Z1465696727	CCCCNC(=O)\C(=C/c1ccc(F)c(c1)[N+](=O)[O-])\C#N	U4
Z44557875	CCOc1ccc(CN(C)CC2=CC(=O)Oc3cc(C)ccc23)cc1OC	U4
Z28173676	O=C(Nc1nccs1)c2ccc3C(=O)c4ccccc4S(=O)(=O)c3c2	U4
Z99111600	[O-][N+](=O)c1cc(NC(=O)Cc2noc3ccccc23)ccc1F	U4
Z18509268	Cc1ccc(F)cc1NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O	U4
Z354272230	CC(C)c1cccc(Oc2ncc(c(NC3CC3)n2)[N+](=O)[O-])c1	U4
Z126380836	CN(CCOc1ccccc1C)CC2=CC(=O)Oc3cc(C)ccc23	U4
Z62785144	COc1ccc2cc(ccc2c1)C(C)C(=O)NC(C)c3ccccc3OC	U4
Z18407035	CCN(CC)c1ccc(cc1)C(=O)OCC(=O)Nc2cccc(c2)C#N	U4
Z26548072	[O-][N+](=O)c1ccccc1C(=O)Nc2cccc(c2)C#N	U4
Z1172116117	CCCc1nc2c3cc(OC)c(OC)cc3N(Cc4ccc(C)cc4)C(=O)n2n1	U4
Z798847566	CC(NC1=NS(=O)(=O)c2ccccc12)C(=O)OCc3ccccn3	U4
Z126419948	COc1ccc2C(=CC(=O)Oc2c1)CN(C)CCOc3ccc(C)cc3	U4
Z164694310	Cc1cc2N(CC(=O)Nc3ccc(C)c(F)c3)C(=O)c4ccccc4n2n1	U4
Z898991592	CC(C)S(=O)(=O)C(C)C(=O)Nc1ccc(F)c(c1)C(F)(F)F	U4
Z227583438	CC(Sc1nccn1C2CC2)C(=O)Nc3ccc(F)c(c3)[N+](=O)[O-]	U4
Z215337950	CC(C)CN1C(=O)N(Cc2ccc(cc2F)C#N)C(=O)c3c1ncn3CC(C)C	U4
Z19741641	CC(Oc1ccccc1[N+](=O)[O-])C(=O)Nc2cccc(c2)C#N	U4
Z27660560	CN1N(C(=O)C(=C1C)NC(=O)c2ccc(OCc3c(C)onc3C)cc2)c4ccccc4	U4
Z1602577418	CN(C)c1nccc(CNCc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)n1	U4
Z29902856	O=C(CNC1=NS(=O)(=O)c2ccccc12)Nc3cccc4ncccc34	U4
Z1154573719	COc1cc(ccc1[N+](=O)[O-])C(=O)Nc2cc(cn2C(C)(C)C)C#N	U4
Z99404662	CC(C)C(=O)N1CCN(CC1)C(=O)CCNc2ccc(cc2[N+](=O)[O-])C(F)(F)F	U4
Z16106333	[O-][N+](=O)c1cccc2C(=O)N(Cc3nc4ccccc4s3)C(=O)c12	U4
Z199514656	CCc1ccc2C(=CC(=O)Oc2c1)CN(C)Cc3ccccc3OC	U4
Z57366013	CC1=NN(C(=O)/C/1=C\c2ccccc2OS(=O)(=O)c3ccccc3)c4ccccc4	U4
Z128102912	COc1ccc(CN2CCN(CC2)c3nc4ccccc4s3)c(OC)c1OC	U4
Z227962554	COc1cccc(CN2NC=C/C/2=N\C(=O)COc3cccc(C)c3)c1OC	U4
Z18373548	COc1ccc(C)cc1NC(=O)C(OC(=O)C2CCC2)c3ccccc3	U4
Z1095381500	O=C(CN1C(=O)N(Cc2cccs2)C(=O)c3cccnc13)Nc4ccccc4	U4
Z1220517418	[O-][N+](=O)c1ccccc1\C=C\C(=O)Nc2cnn(CC(F)F)c2	U4
Z431780128	[O-][N+](=O)c1cc(ccc1NCCSC(F)(F)F)C#N	U4
Z1873028280	CCCN1\C(=N/C(=O)c2cc(Cl)c(OCC(=O)N)c(OC)c2)\N(CC)c3ccccc13	U4
Z1696823741	C[C@]12CCC3C(CCc4cc(O)ccc34)C1CCC2=O	U6
Z1346478480	Cc1cc(C)c(C)c(c1C)S(=O)(=O)NCCc2c(C)[nH]c3ccccc23	U6
Z57150899	Oc1ccc2C=CC(=O)Oc2c1	U6
Z1558569529	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)NC3CCCC=C3	U6
Z3400144400	CC(C)(C)OC(=O)NCc1ccc(cc1)c2ccccc2C(=O)O	U6
Z44345291	Cc1cccc(C)c1\N=C\2/NC(=O)\C(=C\c3cc(C)c(O)c(C)c3)\S2	U6
Z167784692	Cc1cc(C)c(C)c(SCC(=O)Nc2ccc(O)cc2)c1C	U6
Z112552154	CC(Sc1nnc([nH]1)c2ccc(C)cc2)C(=O)Nc3cccc(Cl)c3C	U6
Z27799433	CC(C)CC(NC(=O)c1ccccc1C)C(=O)Nc2cccc(C)c2C	U6
Z134318418	CC(Sc1nc(O)c2c(C)cc(C)nc2n1)C(=O)Nc3cc(C)ccc3C	U6
Z1723916131	CC(C)c1cccc(C)c1NC(=O)C(=O)NC2C(C)CCc3c(F)cccc23	U6
Z15670413	CCOC(=O)c1[nH]c(C)c(C(=O)OC(C)C(=O)NC2CCCC(C)C2C)c1C	U6
Z14127279	COC(=O)c1c2CCCc2sc1NC(=O)CN3C(=O)NC(C)(CCC(C)C)C3=O	U6
Z51420018	CCc1[nH]c(C(=O)OCc2ccccc2[N+](=O)[O-])c(C)c1C(=O)OC	U6
Z45778123	CCOC(=O)c1sc(NC(=S)Nc2ccc(C)c(C)c2)cc1C	U6
Z123677896	CC(Nc1ccc(C)c(C)c1)C(=O)Nc2sc3CCCCCc3c2C#N	U6
Z57013612	CC(C)[C@H](NC(=O)c1cccc(C)c1)C(=O)Nc2nc3c(C)cccc3s2	U6
Z31427393	Clc1ccc(cc1S(=O)(=O)NCC2CCCO2)C(=O)NCc3ccc4OCOc4c3	U6
Z3241267675	CC(C)(C)OC(=O)NC(C(=O)O)c1ccc(cc1)c2ccccc2	U6
Z3484301241	Cc1cccn2cc(nc12)c3ccc(NC(=O)C4CCCCC4C(=O)O)cc3	U6
Z123676888	CC(Nc1cccc(C)c1C)C(=O)Nc2sc3CCCCCc3c2C#N	U6
Z123628084	CC(Nc1cc(C)ccc1C)C(=O)Nc2sc3CCCCCc3c2C#N	U6
Z44864361	Cc1ccc(NC(=S)N\N=C\2/C(=Nc3c(C)cc(C)cc23)O)c(C)c1	U6
Z2296007700	CC(C)C(=O)N1CCC(CC1)C(=O)N[C@@H](CC(=O)O)c2ccc3ccccc3c2	U6
Z203029782	CC(Sc1nc2CCCCc2cc1C#N)C(=O)Nc3cc(C)ccc3C	U6
Z44863676	CC(C)Cn1c(C)cc(\C=N\NC(=S)Nc2ccc(C)cc2C)c1C	U6
Z90339137	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C	U6
Z25060203	CC(CCc1ccccc1)NC(=O)C(C)OC(=O)C23CC4CC(CC(O)(C4)C2)C3	U6
Z55984202	OC(=O)c1cc(ccc1NCc2ccccc2Cl)[N+](=O)[O-]	U6
Z45923009	CC1CCc2sc(cc2C1)C(=O)NNC(=S)Nc3cccc(C)c3C	U6
Z16504589	CC(OC(=O)c1c(C)c(C)sc1NC(=O)C)C(=O)NC2CCCC(C)C2C	U6
Z90350376	COC(=O)C1=C(C)NC(=C(C1c2ccc(cc2)[N+](=O)[O-])C(=O)OC)C	U6
Z3300485791	CC(C)(C)OC(=O)NCc1ccc(cc1)c2cccc(c2)C(=O)O	U6
Z1171523978	CC(C(=O)Nc1cc([nH]n1)c2ccc(I)cc2)c3c(C)onc3C	U6
Z30888442	CSCCC(NC(=O)c1ccccc1Cl)C(=O)Nc2cc(C)cc(C)c2	U6
Z1230019374	CC1(Cc2ccccc2C(=O)O1)C(=O)NCc3ccc(cc3)N4CCC(CO)CC4	U6
Z2332248468	Oc1ccc(cc1)C(CC(=O)NC2(CC2)c3cccc(c3)C#N)C4CC4	U6
Z226407538	CC(NC(=O)c1cccc(C)c1)C(=O)N2CCC(CCc3ccc(O)cc3)CC2	U6
Z226412350	Oc1ccc(CCC2CCN(CC2)C(=O)CNC(=O)c3ccc4OCOc4c3)cc1	U6
Z123677392	CC(Nc1ccc(C)cc1C)C(=O)Nc2sc3CCCCCc3c2C#N	U6
Z3281869058	CC(C)(C)OC(=O)NCc1ccc(cc1)c2ccc(cc2)C(=O)O	U6
Z45923011	CC1CCc2sc(cc2C1)C(=O)NNC(=S)Nc3cc(C)ccc3C	U6
Z45812745	OCCN(Cc1ccccc1)C(=S)Nc2ccc(Cl)cc2Cl	U6
Z29338107	CCc1ccc(Cl)c(CC)c1NC(=O)c2cccc(C)c2C	U6
Z56837296	Cc1cc(Nc2cc(Cl)cc(Cl)c2)nc(n1)c3ccccc3O	U6
Z53769097	COc1ccc(C(=O)OCC(=O)OC2CC(C)CCC2C(C)C)c(OC)c1OC	U6
Z1883041374	CC(C)(C)OC(=O)NCC(NC(=O)CCc1nc2ccccc2[nH]1)C3CCCC3	U6
Z26723436	Clc1ccc(CCNC(=O)Cc2ccc(Br)cc2)c(Cl)c1	U6
Z56799783	Cc1ccc(cc1)C(=O)NC(=S)Nc2cccc3c(C)cc(C)nc23	U6
Z1594640934	CC(C)C(O)C1(CNC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CC1	U6
Z367387950	CC(C)(C)OC(=O)NC1(CNC(=O)Cc2noc3ccccc23)CCCCCC1	U6
Z364390808	CC(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)NC(C)c2cc(C)sc2C	U6
Z1522004974	CC(C)NS(=O)(=O)Cc1ccc(CNCc2c(C)cc(Cl)cc2C)cc1	U6
Z739449790	CC(=O)Nc1ccc(C)c(NCc2c(C)cc(C)c(C(=O)C)c2C)c1	U6
Z739659644	CC(=O)c1c(C)cc(C)c(CNc2ccc(C(=O)NC3CC3)c(Cl)c2)c1C	U6
Z32880925	CCc1cccc(NC(=O)c2cc(Cl)c(O)c(Cl)c2)c1	U6
Z364356058	OC(=O)c1cc(NC(=O)CCc2cccc(Cl)c2)ccc1Cl	U6
Z26911560	CC(C)Cc1ccc(cc1)C(C)NC(=O)c2cc(C)cc(C)c2	U6
Z124328388	CC(Nc1ccc2CCCc2c1)C(=O)Nc3ccc(C)cc3Br	U6
Z573428406	Cc1ccc(C)c(NC(=O)CN2CCCC(C2)C(=O)Nc3ccc(Br)cn3)c1	U6
Z295357202	CC(Oc1ccc(cc1)C(C)(C)C)C(=O)NNc2cc(C)cc(C)c2	U6
Z29958538	CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc3c(Cc4ccccc34)c2)c1C	U6
Z18690234	CC1CC(C)CN(C1)S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)NC3CCCC3	U6
Z1676088788	CC(NC(=O)c1ccccc1Nc2cccc(C)c2C)c3nnc(C)s3	U6
Z44863192	C\C(=N/NC(=S)Nc1cccc(C)c1C)\c2ccc(C)c(C)c2	U6
Z735195966	Clc1ccc(cc1Cl)c2cccc(NC(=S)NC3CC3)c2	U6
Z854397416	Cc1cc(C)c(CNc2cc(NC(=O)C3CC3)ccc2C)c(C)c1	U6
Z18442793	Cc1ccc2[nH]c(SCC(=O)Nc3cccc(c3C)[N+](=O)[O-])nc2c1	U6
Z49570669	C\C(=N/Nc1ccc(Cl)c(Cl)c1)\c2ccc(O)cc2O	U6
Z56347227	CC(C)c1ccc(C)c2ccc(C)c2c1	U6
Z14020600	CC(NC(=O)CN1C(=O)NC2(CC(C)CC(C)(C)C2)C1=O)c3cccc(Cl)c3	U6
Z19818648	Cc1cc(cc(C)c1COC(=O)c2cccnc2Cl)C(C)(C)C	U6
Z218527194	Oc1cccc2\C(=N/Nc3nc(Cl)c(Cl)cc3Cl)\CCc12	U6
Z917572392	COCCOC(=O)c1c(C)[nH]c(C(=O)NC2CCC(C)(C)c3ccccc23)c1C	U6
Z1455376016	OC(=O)[C@@H](NC(=O)\C=C\c1cccc(Cl)c1Cl)c2ccccc2	U6
Z17691118	CC1CCC2(CC1)NC(=O)N(CC(=O)OCC(=O)c3cc(C)c(C)cc3C)C2=O	U6
Z89286849	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(O)COCc3ccccc3Cl)C2=O	U6
Z56843175	Cc1ccc(C)c(NC(=S)N\N=C\c2cc(C)n(C3CCCC3)c2C)c1	U6
Z735233620	CNC(=S)Nc1ccc(c2ccccc2)c(c1)C(F)(F)F	U6
Z871942216	Cc1c(Cl)cc(NC(=S)NCc2ccccc2)cc1Cl	U6
Z49503426	CC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)OC\C=C\c3ccccc3)C2=O	U6
Z14019674	COC(=O)c1ccc(CNC(=O)CN2C(=O)NC3(CC(C)CC(C)(C)C3)C2=O)cc1	U6
Z2039795401	CC(NC1CCCc2cc(F)ccc12)c3c(C)cc(C)cc3O	U6
Z1980566540	CC(C)[C@@H]1C[C@@H](OC(=O)CCCCC2SCC3NC(=O)NC23)c4ccccc14	U6
Z339424104	Cc1cc(C)c(NC(=O)CCOc2cccc(C)c2C)c(C)c1	U6
Z45823642	CC(CCc1ccccc1)NC(=S)Nc2ccc(C)c(C)c2	U6
Z1842680883	CCc1nc(n[nH]1)C2CCN(CC2)C(=O)c3ccc(NC(=O)CC(C)C)c(C)c3	U6
Z44861395	Cc1ccc(C)c(NC(=S)N\N=C\c2ccc(cc2)C(C)(C)C)c1	U6
Z57907408	CCSc1ncc(Cl)c(n1)C(=O)Nc2ccc(C)c(Cl)c2	U6
Z745627054	Oc1cccc(CNC(=O)Nc2cccc(Cl)c2Cl)c1	U6
Z27071828	CC1CCc2[nH]c3ccc(cc3c2C1)C(=O)Nc4c(C)cccc4C	U6
Z56939201	Cc1ccc(NC(=O)CSc2nc3ccc(cc3[nH]2)[N+](=O)[O-])cc1C	U6
Z58344962	Cc1cccc(NC(=O)CCCNC(=O)C23CC4CC(CC(C4)C2)C3)c1C	U6
Z56987835	CC(C)[C@H](NC(=O)c1ccc(Cl)cc1)C(=O)NC23CC4CC(CC(C4)C2)C3	U6
Z1245213224	CC(C)COC1CC(OC(=O)C2=CC3=C(CC(C)(C)CC3=O)NC2=O)C1(C)C	U6
Z30009000	Cc1ccc(cc1C)C23CC4CC(CC(C4)(C2)C(=O)NC5=NCCS5)C3	U6
Z362554970	Cc1cc2cc(NS(=O)(=O)c3c(C)c(C)cc(C)c3C)ccc2[nH]1	U6
Z228485842	Cc1cc(C(=O)COC(=O)C2(O)CCCCC2)c(C)n1c3ccc4OCCOc4c3	U6
Z973541626	Cc1cc(CNC(=O)C2CC2c3ccc(Br)cc3)cc(C)c1O	U6
Z32435729	CC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)Nc4ccc(C)c(F)c4	U6
Z45890289	Cc1ccc(C)c(Sc2ccc(NC(=S)NC3CC3)cc2)c1	U6
Z26326872	CC(C)c1ccc(cc1)C2(C)NC(=O)N(CC(=O)NCCC3=CCCCC3)C2=O	U6
Z58380741	Cc1ccc(C)c(NC(=O)CCCNC(=O)C23CC4CC(CC(C4)C2)C3)c1	U6
Z808483308	[O-][N+](=O)c1ccc2N(CCc2c1)C(=O)CNC3(CCOCC3)c4cccc(Br)c4	U6
Z16336028	COc1ccc(cc1OC)C2(C)NC(=O)N(C(C)C(=O)NCC3CCCCC3)C2=O	U6
Z51631630	CC(NC(=O)CSc1nc(C)c(C)c(C)c1C#N)c2ccc(C)c(C)c2	U6
Z17698642	CCC1CCC2(CC1)NC(=O)N(CC(=O)OCC(=O)NCc3ccc(OC)cc3)C2=O	U6
Z16134230	CC(C)c1ccc(C)c(OCC(=O)Nc2ccc(I)cc2)c1	U6
Z242710490	CC(Sc1ccccc1C(=O)O)C(=O)Nc2cccnc2Cl	U6
Z973144898	Oc1ccc(CCNC(=O)Nc2cc(Cl)ccc2Cl)cc1	U6
Z17914199	CC(Sc1c(C)c(C)cc(C)c1C)C(=O)Nc2ccc(cc2)C(=O)N	U6
Z18186008	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)OCc3ccc(Br)cc3)C2=O	U6
Z19092160	Cc1cc(C)c(NC(=O)COC(=O)CCc2nc3ccccc3s2)c(C)c1	U6
Z300120814	Cc1cc(Br)ccc1NC(=O)CNC(=O)C2CCCN(C2)C(=O)c3cccs3	U6
Z26443170	CC(C)CCC(C)NC(=O)c1ccccc1Oc2ccccc2	U6
Z57011924	CC(C)[C@H](NC(=O)c1cccc(C)c1)C(=O)Nc2ccc3nc(C)sc3c2	U6
Z3303387555	Cc1ccc(c(C)c1)C2(CNC(=O)CC(NC(=O)OC(C)(C)C)C3CC3)CC2	U6
Z103031298	CCC1CCC2(CC1)NC(=O)N(CC(O)COc3ccc(cc3)C(C)(C)C)C2=O	U6
Z92568402	COC(=O)c1ccc(OCc2nc3ccccc3nc2C)c(c1)[N+](=O)[O-]	U6
Z85880418	OC(=O)c1ccc(NC(=O)Cc2ccc(Cl)c(Cl)c2)cc1	U6
Z49616023	C\C(=N/NC(=O)c1ccc(O)cc1)\c2cc(Cl)ccc2Cl	U6
Z24514096	COc1cc(CN2C(=O)NC(C)(C2=O)c3ccc4CCCc4c3)c(OC)cc1Br	U6
Z410172274	CC(NC(=O)Nc1cccc(c1C)[N+](=O)[O-])c2cccc(Br)c2	U6
Z14020552	CC(NC(=O)CN1C(=O)NC2(CC(C)CC(C)(C)C2)C1=O)c3ccc(Cl)cc3	U6
