idnumber	Canonical_Smiles	Group
Z317122742	CC(C)(C)c1onc(CSc2oc(nn2)C3=NN(Cc4ccccc4)C(=O)c5ccccc35)n1	L4
Z80629355	Cc1cc(C(=O)CN2C(=O)NC(C)(C2=O)c3ccc4OCCCOc4c3)c(C)n1C5CC5	L4
Z221567110	CC(C)CCN(C(=O)CSc1nc(n[nH]1)C2CC2)C3=C(N)N(Cc4ccccc4)C(=O)NC3=O	L4
Z3299567188	CC(C)(C)c1ncc(s1)C(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3C(=O)C4(C)CC(=C)C4	L4
Z46502839	CC(N1CCN(Cc2ccc(cc2)C#N)CC1)C3=Nc4scc(c5ccccc5)c4C(=O)N3	L4
Z224340076	Fc1ccccc1c2oc(CCC(=O)N3CCN(CC3)S(=O)(=O)c4ccccc4)nc2	L4
Z49586686	COc1cc(OC)c(\C=N\Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)N3CCOCC3)c(OC)c1	L4
Z107737146	Cc1ccc(cc1[N+](=O)[O-])C(=O)Nc2c(oc3ccccc23)C(=O)N4CCOCC4	L4
Z46185155	COc1ccc(NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1S(=O)(=O)N4CCOCC4	L4
Z18510913	COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)OC(C)C(=O)Nc2ccc(cc2)N3CCOCC3	L4
Z27559232	CC(C)CN(C(=O)CN(C)C(=O)COc1cccc(C)c1C)C2=C(N)N(CC(C)C)C(=O)NC2=O	L4
Z27285525	Fc1ccc(cc1)C(CNC(=O)C2CCN(CC2)S(=O)(=O)c3ccccc3)N4CCOCC4	L4
Z1318066876	CC1CN(CC(=O)NCC2CCS(=O)(=O)C2)c3ccccc3N(Cc4ccccc4)C1	L4
Z648475048	CC1=CSC2=NC(=CC(=O)N12)CN3CCC(CC3)C(=O)NCCc4ccccc4F	L4
Z1213736387	CC1Cc2cc(ccc2O1)C(=O)C3=C(O)C(=O)N(CCCN4CCOCC4)C3c5cccs5	L4
Z278045828	Fc1ccc(cc1S(=O)(=O)N2CCCCC2)C(=O)NCc3ccnc(c3)N4CCCC4	L4
Z16811543	CC(OC(=O)C1CCN(CC1)S(=O)(=O)c2ccc(F)cc2)C(=O)Nc3ccc4OCCOc4c3	L4
Z19837831	O=C(CSC1=Nc2ccccc2C(=O)N1CCCN3CCOCC3)Nc4ccc5OCOc5c4	L4
Z67740581	Fc1ccc(NC(=O)CSc2ccccc2C(=O)N3CCN(CC(=O)N4CCCC4)CC3)cc1	L4
Z27181228	COc1ccc(cc1)C(CNC(=O)c2cccc(c2)S(=O)(=O)N3CCCCC3)N4CCOCC4	L4
Z223105488	CC1N(CC2(CCCC2)c3cc4OCCOc4cc13)C(=O)c5ccc(cc5)S(=O)(=O)C(F)F	L4
Z209747088	CSc1nc2nc(C)c(CC(=O)OCC(=O)NCc3ccccc3CN4CCOCC4)c(C)n2n1	L4
Z52740306	COc1ccc(OCCN2CCN(CC(=O)Nc3sc4CCCc4c3C(=O)N)CC2)cc1	L4
Z19289055	COc1cc(NC(=O)c2occc2)c(cc1OC)C(=O)OCC(=O)NC(=O)NC3CCCC3	L4
Z153788554	COc1cccc(Nc2nnc(SCC(=O)N(Cc3occc3)C4CCS(=O)(=O)C4)s2)c1	L4
Z317045604	CCOc1ccc(cc1OCC)C2N(CCN3CCOCC3)C(=O)C(=C2C(=O)c4cccs4)O	L4
Z160692676	CCCN1C(=O)N(CCC(=O)N2CCN(CC2)S(=O)(=O)c3ccc(C)cc3)c4ccccc14	L4
Z126358376	CC(N(C)Cc1ccccc1N2CCCC2)C3=Nc4scc(c5ccccc5)c4C(=O)N3	L4
Z44155872	FC(F)(F)c1cc(ccc1Cl)S(=O)(=O)N2CCN(CN3C(=O)NC4(CCCC4)C3=O)CC2	L4
Z15819336	C=CCn1c(SCC(=O)Nc2ccc3CCCc3c2)nnc1C4CCCCC4	L4
Z52052615	CSCCC(N1C(=O)c2ccccc2C1=O)C(=O)Nc3ccc(cc3)N4CCN(C)CC4	L4
Z30485711	O=C(CSc1ccccc1C(=O)Nc2ccc(cc2)N3CCOCC3)N4CCCC4	L4
Z165090904	CCCN1C(=O)N(CC(=O)N2CCc3cc(ccc23)S(=O)(=O)N4CCCCC4)c5ccccc15	L4
Z106640458	O=C(CN(CC1CCCO1)Cc2cccs2)Nc3ccc(cc3)N4CCCC4=O	L4
Z30442017	CN1CCN(CC1)c2ccc(cc2NC(=O)Cc3ccccc3)S(=O)(=O)N4CCCCC4	L4
Z30442109	CCOc1ncccc1C(=O)Nc2cc(ccc2N3CCN(C)CC3)S(=O)(=O)N4CCCCC4	L4
Z89612619	CN(Cc1ccc2OCOc2c1)C(=O)c3ccc(NC(=O)CC4SC(=NC4=O)N5CCCC5)cc3	L4
Z25417830	O=C(COc1cccc(c1)C(=O)NCc2ccccc2)N3CCN(CC3)C(=O)c4occc4	L4
Z30819302	Cc1csc(NC(=O)C2CCN(CC2)C(=O)CSc3nnc(C)n3Cc4ccccc4)n1	L4
Z44104422	Oc1ccc(cc1)N2CCN(CN3N=C(N(Cc4ccccc4)C3=S)c5occc5)CC2	L4
Z92622963	O=C(COC(=O)C12CCC(=O)N1c3ccccc3C(=O)N2C4CC4)Nc5ccccc5SCC#N	L4
Z49633328	COc1cc(\C=N\Nc2ccc(cc2S(=O)(=O)N3CCOCC3)[N+](=O)[O-])cc(OC)c1OC	L4
Z27560887	CC(C)CN(C(=O)CN(C)C(=O)COc1ccc(C)c(C)c1)C2=C(N)N(CC(C)C)C(=O)NC2=O	L4
Z101652182	CCOc1ccc(NC(=O)Cc2ccc(cc2)N3CCCC3=O)cc1S(=O)(=O)N4CCCC4	L4
Z90754534	Cc1ccc(cc1)c2nnc(S)n2CCC(=O)N3CCN(C\C=C\c4ccccc4)CC3	L4
Z30486296	COc1ccc(cc1C(=O)Nc2ccc(cc2)N3CCOCC3)S(=O)(=O)N4CCCCCC4	L4
Z109476484	O=C(Nc1ccccc1)N2CCCC(C2)C(=O)N3CCN(Cc4nc5ccccc5s4)CC3	L4
Z26982681	CCCN(C1CCS(=O)(=O)C1)C(=O)c2ccc(Cl)c(c2)S(=O)(=O)NC(C)(C)C	L4
Z19836640	O=C(CSC1=Nc2ccccc2C(=O)N1CCCN3CCOCC3)Nc4ccc5OCCOc5c4	L4
Z29766716	CC1CCCCN1S(=O)(=O)c2ccc(cc2)C(=O)Nc3cc4OCCOc4cc3[N+](=O)[O-]	L4
Z46447616	CN(CC(=O)Nc1cc(ccc1Cl)S(=O)(=O)N2CCCCCC2)Cc3occc3	L4
Z102620708	Clc1ccc(cc1S(=O)(=O)NC2CC2)C(=O)N3CCC(CC3)C(=O)N4CCCCCC4	L4
Z115131598	[O-][N+](=O)c1ccc(OCC(=O)Nc2c(oc3ccccc23)C(=O)N4CCOCC4)cc1	L4
Z126313628	O=C(CN1CCN(CC1)C(=O)Nc2ccccc2)N3CCCC(C3)c4nc5ccccc5s4	L4
Z46567693	CCOc1cc(\C=C\C2=Nc3ccccc3C(=O)N2)ccc1OCC(=O)N4CCOCC4	L4
Z91875699	COC(=O)c1c(CSc2cccc[n+]2[O-])nc3ccccc3c1c4ccccc4	L4
Z202460592	Fc1ccc(cc1)n2cncc2C(=O)OCC(=O)N3CCC(CC3)C(=O)Nc4ccccc4	L4
Z202927994	Fc1ccc(cc1)c2oc(COC(=O)c3sccc3S(=O)(=O)NC4CC4)nc2	L4
Z31247917	CC1CCN(CC1)c2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC3=C(C)N(C)N(C3=O)c4ccccc4	L4
Z316583112	Fc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCC(N3CCOCC3)c4ccccc4	L4
Z595828788	NC(=O)C1CCCN1C(=O)C2CCN(CC2)C(=O)c3ccc(OCc4ccccc4)cc3	L4
Z278597568	CCOC(=O)N1CCC(CC1)NC(=O)\C=C\c2cc(OC)c(OC(F)F)cc2[N+](=O)[O-]	L4
Z101046512	COc1ccc(NC(=O)c2cccc(CN3CCCC3=O)c2)cc1S(=O)(=O)N4CCCCC4	L4
Z51875888	COc1ccc(NC(=O)c2cc(nc3c2cnn3C(C)C)C4CC4)cc1S(=O)(=O)N5CCOCC5	L4
Z2418215770	CCC(CO)N1CCN(CC1)S(=O)(=O)c2cccc(c2)C(=O)N3CCCc4ccccc34	L4
Z30226662	CCOc1ccccc1N2CC(CC2=O)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCC4	L4
Z30218218	CCOc1ccccc1N2CC(CC2=O)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCCCC4	L4
Z29883611	Cc1ccc(cc1S(=O)(=O)N2CCC(CC2)C(=O)NCC3COc4ccccc4O3)[N+](=O)[O-]	L4
Z367137516	COc1ccc(cc1S(=O)(=O)NC2CC2)C(=O)NCCCN3CCN(C)CC3c4ccccc4	L4
Z1359908407	CC(C)(C)OC(=O)N1CCN(C2(CCCCC2)C1)S(=O)(=O)c3c[nH]c4ncccc34	L4
Z247051180	FC(F)(F)c1ccc(nc1)C(=O)Nc2cc(ccc2N3CCCC3)S(=O)(=O)N4CCOCC4	L4
Z27694980	O=C(NCc1ccc2OCOc2c1)c3cc(ccc3N4CCCC4)S(=O)(=O)N5CCCCC5	L4
Z46474892	CC(CNC(=O)C(C)N1CCN(CC1)S(=O)(=O)c2ccc3OCCCOc3c2)c4ccccc4	L4
Z220103394	Cc1ccc(cc1)S(=O)(=O)N2CCCN(CCC(=O)Nc3ccc(cc3)N4CCOCC4)CC2	L4
Z74212401	O=C(CSc1nc2CCCCc2n1c3ccccc3)N4CCN(CC(=O)N5CCCC5)CC4	L4
Z95990791	CCOc1ccc(NC(=O)c2cn(C)c3ccccc23)cc1S(=O)(=O)N4CCOCC4	L4
Z28622744	COc1ccc(NC(=O)C2(CCCC2)c3ccccc3)cc1S(=O)(=O)N4CCOCC4	L4
Z27832076	COc1ccc(cc1NC(=O)C2(CCCC2)c3ccccc3)S(=O)(=O)N4CCOCC4	L4
Z31233918	CCOc1cc(NCCc2ccc(cc2)S(=O)(=O)N)c(cc1OCC)[N+](=O)[O-]	L4
Z145745030	CC(Nc1ncnc2sc(C)c(C)c12)C(=O)N3CCN(CC3)C(=O)C4COc5ccccc5O4	L4
Z2327225205	CCC(CO)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)C(=O)N3CCCc4ccccc34	L4
Z28620519	COc1ccc(NC(=O)CCC(=O)c2ccc3OCCOc3c2)cc1S(=O)(=O)N4CCCCC4	L4
Z51949596	CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(c1)C(=O)Nc3ccc4C(=CC(=O)Oc4c3)C	L4
Z239091182	CCCCCCCCCCCCn1c(SCCC(C)C)nc2N(C)C(=O)NC(=O)c12	L4
Z28800442	CN(CCCNC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3OCCCOc3c2)c4ccccc4	L4
Z96041900	CCN(CCCNC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3OCCOc3c2)c4ccccc4	L4
Z66039818	CS(=O)(=O)N1CCCc2cc(ccc12)C(=O)COC(=O)C3CCN(CC3)C(=O)Nc4ccccc4	L4
Z46352855	CCN(CC(=O)Nc1ccc2OCCOc2c1)CC(=O)N3CCC(C)Sc4ccccc34	L4
Z73879438	CC1(NC(=O)N(CC(=O)N2CCN(CC2)C(=O)c3cccs3)C1=O)c4ccc(OC(F)F)cc4	L4
Z151811660	CCCN1C(=O)N(CC(=O)Nc2ccc(OCC)c(c2)S(=O)(=O)N3CCCC3)c4ccccc14	L4
Z26996002	COc1ccc(cc1S(=O)(=O)N2CCCC2)C(=O)NCC(N3CCCCC3)c4occc4	L4
Z131339326	CSCCC(N1C(=O)C2CCCCC2C1=O)C(=O)NC3CCOc4ccccc34	L4
Z136860658	CCOc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)N3CCN(CCN4CCCC4)CC3)cc1	L4
Z30930193	CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c3cc(cc(c3)[N+](=O)[O-])C(=O)OC	L4
Z17776578	CCn1c(CN2CCCCCC2=O)nnc1SC(C)C(=O)Nc3ccc(cc3)N4CCOCC4	L4
Z26472158	O=C(NCCC1=CCCCC1)c2cc(ccc2N3CCCC3)S(=O)(=O)N4CCOCC4	L4
Z452244434	Fc1ccccc1CCNC(=O)C2CCN(CC2)C(=O)c3cc(on3)c4cccnc4	L4
Z217554540	O=C(CCn1ccc2ccccc12)NCc3ccccc3S(=O)(=O)N4CCOCC4	L4
Z57040705	FC(F)(F)c1ccccc1S(=O)(=O)N2CCC[C@H]2C(=O)Nc3ccccc3N4CCOCC4	L4
Z117529208	CCOCc1c(oc2ccccc12)C(=O)N3CCC(CC3)C(=O)Nc4ccc5OCOc5c4	L4
Z19501276	CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)COC(=O)c3ccc(s3)[N+](=O)[O-]	L4
Z183440216	FC(F)(F)c1cccc(c1)S(=O)(=O)N2CCN(CC2)C(=O)NCc3ccc4OCCOc4c3	L4
Z29515315	O=C(CCCc1c[nH]c2ccccc12)N3CCN(CC3)S(=O)(=O)c4ccc5OCCOc5c4	L4
Z125335462	CC(N1CCN(CC1)S(=O)(=O)c2ccc3CCCc3c2)C(=O)Nc4ccccc4C(=O)C	L4
Z88269493	COc1cc(OC)c(OC)cc1CNC(=O)c2ccc(cc2)S(=O)(=O)N3CC(C)OC(C)C3	L4
Z28777243	NC(=O)C1CN(C(=O)CCc2ccc(cc2)S(=O)(=O)N3CCCCCC3)c4ccccc4O1	L4
Z30484185	COc1ccc(cc1C(=O)Nc2ccccc2N3CCOCC3)S(=O)(=O)N4CCCCCC4	L4
Z30484295	COc1ccc(cc1S(=O)(=O)N2CCCCCC2)C(=O)Nc3ccccc3N4CCOCC4	L4
Z126042834	O=C(CCN1CCN(CC(=O)N2CCCCCC2)CC1)Nc3sc4CCCCc4c3C#N	L4
Z31778002	CCCN(CCC)C(=O)c1cccc(c1)S(=O)(=O)NC2=C(C)N(C)N(C2=O)c3ccccc3	L4
Z25094574	Cc1ccc(cc1[N+](=O)[O-])C(=O)OCC(=O)Nc2cccc(c2)S(=O)(=O)N3CCCCC3	L4
Z18332918	Cc1cccc(c1NC(=O)COC(=O)c2cccc(c2)S(=O)(=O)N3CCCCC3)[N+](=O)[O-]	L4
Z223700786	CC1CCN(CC1)c2nnc(SCC(=O)NC3=C(C)N(C)N(C3=O)c4ccccc4)n2C5CC5	L4
Z90688834	CCOc1ccc(cc1OCC)S(=O)(=O)N(CC2CCCO2)CC3=Nc4ccccc4C(=O)N3	L4
Z27559398	CC(C)CN(C(=O)CN(C)C(=O)COc1c(C)cccc1C)C2=C(N)N(CC(C)C)C(=O)NC2=O	L4
Z128155546	COc1ccc(OC)c2C(O)CN(Cc12)c3ccc(cc3[N+](=O)[O-])S(=O)(=O)N4CCCC(C)C4	L4
Z18736497	[O-][N+](=O)c1cccc(NC(=O)COC(=O)c2ccc(cc2)S(=O)(=O)N3CCCCCC3)c1	L4
Z19756245	[O-][N+](=O)c1ccc(cc1)C(=O)OCC(=O)Nc2cccc(c2)S(=O)(=O)N3CCCCCC3	L4
Z1094262380	CC(=O)N1CCN(CCOc2ccc(CCNC(=O)N(Cc3cccs3)C4CC4)cc2)CC1	L4
Z412787402	COC(=O)c1ccc(N2CCCC2)c(NC(=O)N3CCN(Cc4cccs4)CC3)c1	L4
Z18052680	CC(C)N(Cc1ccccc1)C(=O)CN2C(=O)NC(C)(C2=O)c3ccc4OCCOc4c3	L4
Z212287128	CN(Cc1cn(nc1c2ccc(Cl)cc2)c3ccccc3)C(=O)c4cncs4	L4
Z336567706	CC1CCCN(C1)C(=O)c2cc(NS(=O)(=O)c3cccc(c3)[N+](=O)[O-])ccc2O	L4
Z18990857	CCOC(=O)C1=C(C)NC(=C(C1C(=O)OCc2ccc(cc2)[N+](=O)[O-])C(=O)OCC)C	L4
Z26537552	[O-][N+](=O)c1ccc(cc1)C(=O)Nc2cc(ccc2N3CCCCC3)S(=O)(=O)N4CCOCC4	L4
Z73331731	CCOc1cc(ccc1OCC(=O)N2CCOCC2)C(=O)NC3CCSc4ccccc34	L4
Z20105274	CC(OC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3OCCOc3c2)C(=O)Nc4ccc(cc4)C#N	L4
Z20105237	CC(OC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3OCCOc3c2)C(=O)Nc4ccccc4C#N	L4
Z20105105	CC(OC(=O)C1CCN(CC1)S(=O)(=O)c2ccc3OCCOc3c2)C(=O)Nc4cccc(c4)C#N	L4
Z27341464	CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2cc(ccc2N3CCOCC3)[N+](=O)[O-])c1	L4
Z27342718	CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2ccc(N3CCOCC3)c(c2)[N+](=O)[O-])c1	L4
Z26535655	CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c3ccc(OC)c(c3)[N+](=O)[O-])c1	L4
Z359484562	COc1ccc(NC(=O)C2CN(Cc3ccccn3)C(=O)C2)cc1S(=O)(=O)N4CCCCC4	L4
Z114065110	COC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(CC3CCS(=O)(=O)C3)n2C)c1C	L4
Z104618136	O=C(CN1CCN(CC1)C(c2ccccc2)c3ccccc3)NCCN4C(=O)CSC4=O	L4
Z30738596	COc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCCCSc3ccccc3	L4
Z16921253	CCCCn1c(SCC(=O)NCCc2ccc(Cl)cc2Cl)nnc1C(CC)N(C)C	L4
Z46476955	O=C(CCN1CCN(CC1)C(=O)C2COc3ccccc3O2)Nc4sc5CCCCc5c4C#N	L4
Z101143798	CCOc1ccc(NC(=O)c2cccc(CN3CCCC3=O)c2)cc1S(=O)(=O)N4CCCCC4	L4
Z1331672000	COCCOC1CN(C1)C(=O)c2cc(c(Cl)cc2Cl)S(=O)(=O)NCC(C)C	L4
Z29999394	[O-][N+](=O)c1ccc(N2CCCCC2)c(c1)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4	L4
Z52067314	CCN1CCN(CC1)c2ccc(cc2NC(=O)c3oc(C)cc3)S(=O)(=O)N4CCCCC4	L4
Z65196139	CC(N1CCCC1c2ccc3OCCCOc3c2)C(=O)Nc4ccc(cc4)S(=O)(=O)N5CCCC5	L4
Z105966116	Fc1ccc(cc1)C(NC(=O)CN2CCN(CC2)C(=O)C3CCCO3)c4cccs4	L4
Z30226871	O=C(Nc1ccc(cc1)S(=O)(=O)N2CCCCC2)C3CN(CCc4ccccc4)C(=O)C3	L4
Z30218427	O=C(Nc1cccc(c1)S(=O)(=O)N2CCCCC2)C3CN(CCc4ccccc4)C(=O)C3	L4
Z56400313	COc1ccc(\C=C(/C#N)\C(=O)Nc2cc(ccc2N3CCCC3)S(=O)(=O)N4CCOCC4)cc1	L4
Z151288042	Cc1cccn2cc(COC(=O)c3ccc4C(=O)N(Cc5occc5)C(=O)c4c3)nc12	L4
Z19836544	CC(C)n1nccc1NC(=O)C(C)SC2=Nc3ccccc3C(=O)N2CCCN4CCOCC4	L4
Z31052087	[O-][N+](=O)c1cc(ccc1NCCN2CCN(Cc3ccccc3)CC2)S(=O)(=O)N4CCCC4	L4
Z30231677	COc1ccc(cc1S(=O)(=O)N2CCCc3ccccc23)C(=O)NCCCN4CCOCC4	L4
Z286088028	COC(=O)C1=C(CN(C)Cc2cccs2)N(C3CC3)C(=O)NC1c4ccccc4	L4
Z87679377	Cc1cc(\C=C\C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCCOc4c3)c(C)n1C5CC5	L4
Z223757164	COc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCC3(CCC3)c4ccccc4	L4
Z288585550	O=C(NC1CCN(Cc2ccccc2)CC1)c3cccc(CN4C(=O)CSC4=O)c3	L4
Z56991664	COC(=O)c1sc(NC(=O)COC(=O)[C@@H]2CCCN2C(=O)c3cccs3)c(C(=O)OC)c1C	L4
Z131439018	CC(C)c1nc(C)cc(n1)N2CCN(CC2)C(=O)c3ccc(NC(=O)CSc4nnnn4C)cc3	L4
Z183440396	CC(C)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)NCc3ccc4OCCOc4c3	L4
Z168814898	CCOC(=O)c1sc2N=C(NC(=O)c2c1C)C(C)N3CCN(Cc4cn5ccccc5n4)CC3	L4
Z33531613	Fc1ccccc1S(=O)(=O)N2CCN(CC2)C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4	L4
Z27874721	CCOc1cc(ccc1OCC(=O)N2CCOCC2)C(=O)Nc3nc4CCCCc4s3	L4
Z188894444	COc1ccc(cc1S(=O)(=O)N2CCCC2)C(=O)N3CCCC(C3)C(=O)Nc4ccccc4	L4
Z105152368	Clc1cccc(c1)S(=O)(=O)N2CCN(CC(=O)NCC3(CCCCC3)N4CCOCC4)CC2	L4
Z46313956	CCN(CC(=O)N1CCC(C)Sc2ccccc12)CC3=Nc4cc(OC)c(OC)cc4C(=O)N3	L4
Z31172807	COc1ccc(cc1OC)C(CNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)N3CCCC3)N(C)C	L4
Z203921850	COC1CCN(CC1)c2ccc(cc2[N+](=O)[O-])C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCC4	L4
Z106849248	CC(C)C(NC(=O)CN1CCN(CC1)C(=O)Cc2nc(C)cs2)c3ccc4OCCCOc4c3	L4
Z991927020	CCCN(CC(=O)Nc1cc(C)nn1C2CCS(=O)(=O)C2)C3CCCN(Cc4ccccc4)C3	L4
Z16953869	CCN(CC)S(=O)(=O)c1cc(ccc1OC)C(=O)OC(C)C(=O)Nc2ccc3OCCOc3c2	L4
Z734894078	CCN(CC)CCn1c(NC(=O)CCC(=O)N2CCc3sccc3C2)nc4ccccc14	L4
Z967001746	NC(=O)c1c2CCCCc2sc1NC(=O)CN3CCCC(CN4CCN(CC4)c5ccccn5)C3	L4
Z758351632	CCOc1ccc(cc1)S(=O)(=O)NCCC(=O)N2CCCN(CC3CCCCC3)CC2	L4
Z220537024	[O-][N+](=O)c1cc(ccc1NCCC(=O)NCC2(CC2)c3ccccc3)C(F)(F)F	L4
Z26709906	COc1ccccc1CNC(=O)c2cc(ccc2N3CCCC3)S(=O)(=O)N4CCOCC4	L4
Z31163250	CN1CCN(CC1)S(=O)(=O)c2ccc(NCC(N3CCCCC3)c4occc4)c(c2)[N+](=O)[O-]	L4
Z105183630	O=C(CN1CCN(CC1)S(=O)(=O)c2ccc3ccccc3c2)Nc4ccnn4C5CCCC5	L4
Z30441949	CN1CCN(CC1)c2ccc(cc2NC(=O)c3cccc(c3)[N+](=O)[O-])S(=O)(=O)N4CCCCC4	L4
Z31035664	CC1Cc2ccccc2N1C(=O)CNc3cc(ccc3N4CCOCC4)S(=O)(=O)N5CCCCC5	L4
Z134789626	COc1cc2N=C(CN3CCc4cc(ccc34)S(=O)(=O)N5CCCCC5)NC(=O)c2cc1OC	L4
Z87604170	Cc1cc(\C=C\C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3)c(C)n1C5CC5	L4
Z211794228	O=C(NCC(N1CCOCC1)c2cccs2)N3CCN(CC3)C(=O)C45CC6CC(CC(C6)C4)C5	L4
Z48735627	CCOC(=O)\C=C\1/S\C(=C\c2cc(OC)cc(OC)c2)\C(=O)N1CC(=O)NCc3cccs3	L4
Z33542232	Clc1cccc(c1Cl)S(=O)(=O)N2CCN(CC2)C(=O)CNC(=O)C3CCCCC3	L4
Z815524096	CCCCNC(=O)C1CCC(C)N(C1)S(=O)(=O)c2cc(ccc2C(=O)OC)C(=O)OC	L4
Z26537775	O=C(CC1CC2CCC1C2)Nc3cc(ccc3N4CCCCC4)S(=O)(=O)N5CCOCC5	L4
Z33472097	Clc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CNC(=O)C34CC5CC(CC(C5)C3)C4	L4
Z29444502	COc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4	L4
Z237457294	[O-][N+](=O)c1cc(ccc1N2CCC(CC2)C(=O)NC(C3CC3)C4CC4)S(=O)(=O)N5CCOCC5	L4
Z126386894	CC(N1CCCN(CC1)S(=O)(=O)c2ccc(C)cc2)C(=O)Nc3cccc(c3)[N+](=O)[O-]	L4
Z16589419	CC(C)(C)c1ccc(cc1)c2nnc(SCC(=O)NC3CC3)n2C4CCCCC4	L4
Z30704147	O=C(Nc1cc(ccc1N2CCOCC2)S(=O)(=O)N3CCCCC3)C4CCCCC4	L4
Z106789038	O=C(CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)C#N)NCC3(CCCCC3)N4CCCCC4	L4
Z105565378	O=C(CN1CCN(CC1)S(=O)(=O)c2ccccc2C#N)NCC3(CCCCC3)N4CCCCC4	L4
Z52421266	COc1ccc(CC(=O)Nc2ccccc2N3CCCC3)cc1S(=O)(=O)N4CCOCC4	L4
Z18319532	O=C(COc1ccccc1C(=O)Nc2ccccc2)N3CCN(CC3)C(=O)c4occc4	L4
Z15746378	Cc1ccc(cc1C)C23CC4CC(CC(C4)(C2)C(=O)OCC(=O)NC(=O)NC5CCCC5)C3	L4
Z942236560	CCC(C1CCCN1C(=O)c2cc(c[nH]2)S(=O)(=O)N3CCOCC3)c4ccccc4	L4
Z142395498	COCC(C)NS(=O)(=O)c1ccc(cc1)C(=O)N2CCCC2c3ccc4OCCCOc4c3	L4
Z46474936	CC(C)c1ccc(NC(=O)CN2CCN(CC2)S(=O)(=O)c3ccc4OCCCOc4c3)cc1	L4
Z94860819	[O-][N+](=O)c1cc(ccc1NCCCOCC2CC2)S(=O)(=O)N3CCCCCC3	L4
Z57782193	CCCCOc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(cc3)C(C)C)c4nnc(C)s4	L5
Z1702969104	OC(=O)CCC(=O)N1N=C(CC1c2ccc(Br)cc2)c3c(O)nc4ccccc4c3c5ccc(Cl)cc5	L5
Z1925144286	OC(=O)CCC(=O)N1N=C(CC1c2ccc(Cl)c(Cl)c2)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5	L5
Z18903673	CC1CCCC(NC(=O)COC(=O)c2cn(nc2c3cccs3)c4ccccc4)C1C	L5
Z1945704408	OC(=O)CCCC(=O)N1N=C(CC1c2ccc(Cl)c(Cl)c2)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5	L5
Z45986554	CCCCOc1ccc(\C=C(\C(=O)N2CCCC2)/C3=Nc4scc(c5ccccc5)c4C(=O)N3)cc1	L5
Z1443548748	OC(=O)CCCC(=O)N1N=C(CC1c2cccc(F)c2)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5	L5
Z20314940	CCC(C)Cc1c(C)sc2N=C(CSc3nnc([nH]3)c4ccc(OC)cc4)NC(=O)c12	L5
Z15495250	COc1ccc2c(Cl)c(sc2c1Cl)C(=O)OCC(=O)NC(C)C34CC5CC(CC(C5)C3)C4	L5
Z1703049268	OC(=O)CCC(=O)N1N=C(CC1c2ccccc2Cl)c3c(O)nc4ccccc4c3c5ccc(Cl)cc5	L5
Z45216921	CC(CCc1ccccc1)NC(=O)C(C)OC(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3F	L5
Z56848827	CCOc1cc(\C=C(/C#N)\C(=O)Nc2ccc(cc2Br)[N+](=O)[O-])ccc1OC(=O)c3cccc4ccccc34	L5
